Dia,Mes,Anio,P304,P311,P313,CODIGO_PERSONA,TIENE_SEGURO,P402,P408_1,P408_2,P408_3,P408_6,NOMBDEPA,NOMBPROV,NOMBDIST,P501,P504,P601,P609,P627,P703,P706,P807,Sexo,Edad,Migro_de_venezuela,P701
6,6,1999,1,1,1,4.2401E+20,5,1,2,2,2,2,TUMBES,TUMBES,TUMBES,9,2,1,2,1,2,2,2,2,19,1,2
6,10,1964,1,1,1,4.2401E+20,5,1,2,2,2,2,TUMBES,TUMBES,TUMBES,5,2,1,,1,2,1,2,2,54,1,1
13,9,1988,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,5,2,1,,2,1,2,2,2,30,1,2
7,7,1994,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,9,2,1,2,2,1,2,1,2,24,1,1
4,7,1994,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,,1,2,2,2,2,24,1,1
15,5,1993,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,2,1,2,2,1,1,25,1,2
20,12,1980,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,5,2,1,2,1,2,2,1,2,38,1,2
10,9,2000,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,5,2,1,2,2,2,2,2,2,18,1,2
2,3,1984,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,5,2,1,,1,1,1,1,2,34,1,2
20,5,1987,1,1,1,4.2401E+20,5,1,2,2,2,2,TUMBES,TUMBES,TUMBES,3,2,1,,1,1,2,1,1,31,1,1
2,7,1975,1,2,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,8,2,1,2,1,2,1,2,2,43,1,2
27,12,1989,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,8,2,1,2,1,2,1,2,2,29,1,2
11,4,1998,1,1,1,4.2401E+20,5,1,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,2,1,2,1,2,2,20,1,1
19,5,2001,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,2,2,2,2,,2,17,1,2
23,8,1989,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,5,2,1,2,1,1,1,2,1,29,1,2
31,7,1996,1,1,1,4.2401E+20,3,2,2,2,2,2,TUMBES,TUMBES,TUMBES,5,2,1,2,1,1,1,2,2,22,1,2
7,11,1976,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,8,2,1,2,1,2,2,2,1,42,1,2
10,10,1981,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,11,2,1,2,1,2,2,2,2,37,1,2
24,8,1980,1,1,1,4.2401E+20,5,1,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,2,2,2,2,2,2,38,1,1
15,1,1978,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,4,2,1,2,1,2,2,2,1,40,1,1
5,12,1990,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,2,1,2,2,2,1,28,1,2
4,10,1986,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,5,2,1,2,1,2,2,2,1,32,1,2
11,11,1962,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,5,2,1,2,1,2,2,2,2,56,1,2
13,10,1994,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,5,2,1,1,1,2,2,2,1,24,1,2
10,6,1986,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,5,2,1,2,2,2,2,2,1,32,1,1
8,7,1978,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,2,1,2,2,2,1,40,1,2
31,12,1987,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,2,1,2,2,2,1,31,1,2
13,9,1999,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,9,2,1,,1,2,2,2,1,19,1,2
19,1,1990,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,5,2,1,2,1,2,2,2,1,28,1,2
9,4,1992,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,5,2,1,1,1,2,2,2,1,26,1,2
24,7,1971,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,5,2,1,2,1,2,2,2,1,47,1,2
18,2,1969,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,,1,2,2,2,1,49,1,2
1,5,1979,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,5,2,1,2,1,2,2,2,1,39,1,2
17,4,1993,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,8,2,1,2,1,2,2,2,2,25,1,2
29,8,1970,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,,1,2,2,2,2,48,1,2
9,5,1999,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,2,2,2,2,2,1,19,1,2
20,6,1995,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,1,2,2,2,2,2,23,1,1
10,10,1996,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,2,2,2,2,2,2,22,1,2
25,10,1992,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,2,1,2,2,2,2,26,1,2
30,1,1996,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,2,2,2,2,2,1,22,1,2
20,5,1990,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,2,1,2,2,2,1,28,1,2
7,12,1983,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,6,2,1,2,2,2,2,2,2,35,1,2
14,8,1990,1,1,1,4.2401E+20,5,2,2,2,2,2,TUMBES,TUMBES,TUMBES,9,2,1,2,1,2,2,2,1,28,1,2
23,6,1970,1,1,1,4.2401E+20,5,1,2,2,2,2,TUMBES,TUMBES,TUMBES,10,2,1,1,1,2,2,2,2,48,1,1
11,8,1976,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,6,2,2,,2,2,2,2,2,42,1,2
13,11,2012,1,1,2,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,3,2,2,,2,2,2,,2,6,1,1
22,9,1963,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,6,2,2,,2,2,2,2,2,55,1,2
22,12,2010,1,2,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,3,1,2,,2,2,2,,2,7,1,1
25,6,1961,1,1,1,1.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,2,2,2,2,1,2,2,57,1,2
19,5,1983,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,10,2,2,2,1,2,1,2,2,35,1,2
21,3,2011,1,1,1,1.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,3,1,2,,2,2,2,,2,7,1,2
19,4,1965,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,8,2,2,,2,2,2,2,2,53,1,2
25,4,2011,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,3,1,2,,2,2,2,,2,7,1,2
23,9,2004,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,5,1,2,,2,2,2,,1,14,1,2
2,12,1985,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,6,2,2,2,1,2,2,2,1,33,1,2
6,1,2007,1,1,1,1.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,3,2,2,,2,1,2,,2,11,1,2
3,2,2011,1,1,1,1.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,AREQUIPA,3,2,2,,2,1,2,,1,7,1,2
12,11,1998,1,1,1,1.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,9,2,2,2,2,2,2,1,2,20,1,1
14,11,1990,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CAYMA,6,2,2,,2,2,2,2,2,28,1,1
24,2,2010,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CAYMA,3,2,2,,2,2,2,,2,8,1,2
9,8,2011,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CAYMA,3,2,2,,2,2,2,,1,7,1,1
7,9,1998,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CAYMA,6,2,2,,1,2,2,2,2,20,1,2
2,12,2013,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,2,1,2,,2,2,2,,1,5,1,1
24,5,1994,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,2,,2,2,2,2,2,24,1,1
27,7,2005,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,3,1,2,,2,2,2,,1,13,1,1
20,4,1988,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,4,2,2,,1,2,2,2,1,30,1,2
31,3,1999,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,4,2,2,,1,2,2,2,1,19,1,1
20,8,2009,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,3,1,2,,2,2,1,,2,9,1,1
26,12,1960,2,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,5,2,2,,1,2,1,2,2,57,1,2
16,8,2010,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,3,1,2,,2,2,2,,2,8,1,1
25,3,2013,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,2,1,2,,2,2,2,,1,5,1,2
8,10,1976,1,1,1,1.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,2,,1,2,1,1,2,42,1,2
6,10,2009,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,3,2,2,,2,2,2,,1,9,1,1
10,11,2010,1,2,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,2,2,2,,2,2,2,,1,8,1,2
23,3,2013,1,2,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,1,2,2,,2,2,2,,1,5,1,2
6,10,1959,1,1,1,1.0401E+20,5,2,1,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,5,2,2,,1,1,1,2,1,59,1,2
20,11,1953,1,1,1,1.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,11,2,2,,1,1,1,2,2,65,1,2
14,7,2006,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,3,2,2,,2,1,1,,1,12,1,2
16,6,2008,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,3,2,2,,2,1,1,,1,10,1,2
11,11,2009,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,3,2,2,,2,1,1,,2,9,1,2
26,10,1991,1,2,1,1.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,2,,1,1,2,1,2,27,1,1
8,12,1961,1,2,1,1.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,1,2,2,,1,2,1,2,2,56,1,1
12,4,1961,1,1,1,1.0401E+20,3,1,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,1,2,2,,1,1,2,2,2,57,1,2
13,9,1988,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,2,,2,2,2,2,2,30,1,2
5,12,2009,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,3,1,2,,2,2,1,,2,8,1,2
13,9,2010,1,1,1,1.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,3,1,2,,2,2,2,,1,8,1,2
14,10,1986,1,2,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,5,2,2,2,2,2,1,2,2,32,1,1
19,7,2004,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,5,2,2,,2,2,2,,2,14,1,2
20,12,2006,1,2,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,3,2,2,,2,2,2,,1,11,1,1
14,3,1987,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,5,2,2,,2,2,2,2,2,31,1,2
11,5,1985,1,1,1,1.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,2,,1,1,2,1,2,33,1,2
29,6,1992,1,1,1,1.0401E+20,3,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,8,2,2,,1,2,1,2,2,26,1,1
2,6,2010,1,1,1,1.0401E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,3,2,2,,2,2,2,,1,8,1,2
16,7,2012,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,2,2,2,,2,2,2,,2,6,1,2
6,9,2012,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,2,1,2,,2,2,1,,2,6,1,2
9,5,1993,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,10,2,2,,1,2,1,2,1,25,1,2
19,6,1993,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,6,2,2,,2,2,2,2,2,25,1,2
3,6,2012,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,1,1,2,,2,2,2,,1,6,1,2
11,4,1995,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,9,2,2,,1,1,2,2,2,23,1,1
15,10,1968,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,8,2,2,,1,2,2,2,1,50,1,1
10,9,1984,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,4,2,2,2,2,2,2,2,2,34,1,1
26,11,2003,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,5,1,2,,2,2,1,,1,15,1,1
12,4,2006,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,3,1,2,,2,2,2,,1,12,1,2
15,5,2002,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,5,2,2,,2,2,2,,1,16,1,2
5,6,2008,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,3,2,2,,2,2,2,,2,10,1,2
5,6,1998,1,1,1,1.0401E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,CERRO COLORADO,9,2,2,2,2,2,2,1,1,20,1,1
25,2,2010,1,1,1,1.04011E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,MARIANO MELGAR,3,1,2,,2,2,2,,1,8,1,2
24,11,1956,1,1,1,1.04011E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,MARIANO MELGAR,6,2,2,,2,2,2,2,2,62,1,2
16,5,1987,1,1,1,1.04011E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,MARIANO MELGAR,10,2,2,,2,2,2,2,2,31,1,2
14,6,1968,1,1,1,1.04011E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,MARIANO MELGAR,8,2,2,,1,2,1,2,2,50,1,2
14,7,2003,1,1,1,1.04011E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,MARIANO MELGAR,5,2,2,,2,2,2,,1,15,1,2
23,2,1988,1,1,1,1.04011E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,MARIANO MELGAR,6,2,2,,1,2,1,2,2,30,1,2
2,4,2008,1,1,1,1.04011E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,MARIANO MELGAR,3,2,2,,2,2,2,,1,10,1,1
23,12,2009,1,1,1,1.04011E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,MARIANO MELGAR,3,2,2,,2,2,2,,2,8,1,1
11,7,1971,1,1,1,1.04011E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,MIRAFLORES,6,2,2,,1,2,2,2,2,47,1,2
18,5,2005,1,1,1,1.04011E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,MIRAFLORES,3,2,2,,2,2,2,,1,13,1,2
16,6,2006,1,2,2,1.04011E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,MIRAFLORES,3,1,2,,2,2,2,,1,12,1,2
30,11,1981,2,2,1,1.04011E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,MIRAFLORES,5,2,2,,2,1,2,2,1,37,1,1
29,4,1995,1,2,1,1.04011E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,MIRAFLORES,8,2,2,,1,2,2,2,2,23,1,1
26,3,1964,1,1,1,1.04011E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,PAUCARPATA,6,2,2,,1,2,1,1,2,54,1,2
14,7,1989,1,2,1,1.04011E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,PAUCARPATA,8,2,2,,1,1,2,2,2,29,1,1
14,7,1997,1,2,1,1.04011E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,PAUCARPATA,6,2,2,,2,2,2,2,2,21,1,1
17,4,1962,1,1,1,1.04011E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,PAUCARPATA,6,2,2,,1,2,2,2,2,56,1,2
13,11,2002,2,1,1,1.04011E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,PAUCARPATA,6,2,2,,2,2,2,,2,16,1,1
13,7,1993,1,2,1,1.04012E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,SOCABAYA,8,2,2,,1,2,2,2,2,25,1,2
7,11,2011,1,2,1,1.04013E+20,3,2,2,2,2,2,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,2,1,2,,2,2,2,,2,7,1,2
11,4,2010,1,1,1,1.04013E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,3,1,2,,2,2,2,,1,8,1,2
11,11,2004,1,1,1,1.04013E+20,5,1,2,2,2,2,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,3,2,2,,2,2,2,,1,14,1,2
27,2,1994,1,1,1,1.04013E+20,5,2,2,2,2,2,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,8,2,2,,1,2,1,2,2,24,1,2
2,11,1982,1,1,1,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,CALLAO,5,2,2,,1,2,2,2,2,36,1,2
2,5,2005,1,1,1,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,CALLAO,5,2,2,,2,2,2,,1,13,1,2
28,10,2008,1,1,1,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,CALLAO,3,1,2,,2,2,2,,1,10,1,1
26,7,1995,1,2,1,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,CALLAO,9,2,2,,2,2,2,2,2,23,1,2
4,6,1986,2,1,1,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,CALLAO,10,2,2,,1,2,2,1,2,32,1,2
9,12,1993,1,1,1,1.0701E+20,3,2,2,2,2,2,CALLAO,CALLAO,CALLAO,10,2,2,,1,2,2,2,2,24,1,2
28,7,1962,1,1,2,1.0701E+20,5,1,2,2,2,2,CALLAO,CALLAO,CALLAO,10,2,2,,1,2,2,1,2,56,1,1
8,12,1988,1,2,1,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,CALLAO,7,2,2,,1,2,2,2,1,29,1,2
21,9,1990,1,1,2,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,CALLAO,10,2,2,,1,2,2,2,2,28,1,1
9,11,1993,1,1,2,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,CALLAO,6,2,2,,2,2,2,2,2,25,1,1
30,12,2011,1,1,1,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,CALLAO,2,1,2,,2,2,2,,1,6,1,1
19,3,1976,1,1,1,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,CALLAO,6,2,2,,1,2,2,2,2,42,1,2
19,10,1971,1,1,1,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,CALLAO,5,2,2,2,1,2,2,2,1,47,1,1
21,3,1991,1,1,1,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,CALLAO,9,2,2,,1,2,2,2,1,27,1,2
29,9,1992,1,2,1,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,CALLAO,9,2,2,,1,2,2,1,2,26,1,1
18,9,1954,1,1,2,1.0701E+20,5,1,2,1,2,2,CALLAO,CALLAO,CALLAO,8,2,2,,2,2,2,2,2,64,1,2
3,6,1961,1,1,2,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,CALLAO,6,2,2,,2,2,2,2,2,57,1,1
13,5,2009,1,1,2,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,CALLAO,3,2,2,,2,2,2,,2,9,1,2
9,5,1981,1,1,2,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,CALLAO,10,2,2,,1,2,1,2,2,37,1,2
14,1,2012,1,1,2,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,CALLAO,3,1,2,,2,2,2,,1,6,1,2
9,10,1987,1,2,1,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,CALLAO,8,2,2,,1,2,2,2,2,31,1,2
26,4,2006,1,2,1,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,CALLAO,3,1,2,,2,2,2,,1,12,1,2
25,5,1995,1,1,1,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,CALLAO,6,2,2,,1,2,2,2,2,23,1,2
20,3,2005,1,1,1,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,CALLAO,3,2,2,,2,2,2,,1,13,1,2
10,9,1988,1,2,1,1.0701E+20,5,1,2,2,2,2,CALLAO,CALLAO,CALLAO,6,2,2,,1,2,2,1,1,30,1,2
25,6,2011,1,2,1,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,CALLAO,3,2,2,,2,2,2,,2,7,1,2
15,6,1983,1,2,1,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,CALLAO,10,2,2,,1,2,2,1,1,35,1,2
7,4,1992,1,2,2,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,CALLAO,9,2,2,,1,2,2,2,1,26,1,2
30,8,1983,1,1,1,1.0701E+20,3,2,2,2,2,2,CALLAO,CALLAO,CALLAO,11,2,2,,1,2,2,2,2,35,1,2
5,1,1982,1,1,1,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,CALLAO,4,2,2,2,1,2,1,2,2,36,1,1
3,6,1975,1,1,1,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,CALLAO,3,2,2,,1,2,2,2,2,43,1,2
25,4,2002,1,1,1,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,CALLAO,3,2,2,,2,2,2,,2,16,1,2
29,9,2008,1,1,1,1.0701E+20,3,2,2,2,2,2,CALLAO,CALLAO,CALLAO,3,1,2,,2,2,2,,1,10,1,2
22,6,1950,1,1,1,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,CALLAO,8,2,2,,2,2,2,2,1,68,1,2
14,3,1957,1,1,1,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,CALLAO,8,2,2,,1,2,2,2,2,61,1,1
11,1,1994,1,1,1,1.0701E+20,3,2,2,2,2,2,CALLAO,CALLAO,CALLAO,10,2,2,,1,2,2,1,2,24,1,2
9,4,2013,1,1,1,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,CALLAO,2,2,2,,2,2,2,,1,5,1,2
25,7,1994,1,1,1,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,BELLAVISTA,6,2,2,,1,2,2,2,1,24,1,2
18,3,1952,1,1,1,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,BELLAVISTA,6,2,2,2,2,2,1,2,2,66,1,2
11,11,2003,1,1,1,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,BELLAVISTA,5,2,2,,2,2,1,,1,15,1,2
29,11,2002,1,2,1,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,BELLAVISTA,4,2,2,,2,2,1,,1,16,1,2
16,8,1986,1,1,2,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,BELLAVISTA,10,2,2,,1,2,2,2,1,32,1,2
5,7,1999,1,1,1,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,BELLAVISTA,6,2,2,,2,2,1,2,1,19,1,2
22,6,1992,1,1,1,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,BELLAVISTA,6,2,2,,1,2,2,2,2,26,1,2
4,7,2004,1,2,1,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,BELLAVISTA,5,2,2,,2,2,2,,2,14,1,2
28,5,2009,1,1,1,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,BELLAVISTA,3,2,2,,2,2,2,,2,9,1,2
18,4,1961,1,1,1,1.0701E+20,5,1,2,2,2,2,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,6,2,2,,1,2,2,1,1,57,1,1
25,1,1958,1,1,1,1.0701E+20,5,2,2,2,2,2,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,8,2,2,,1,2,1,1,2,60,1,2
